accuracy,loss,val_accuracy,val_loss
0.5179166197776794,1.5830639600753784,0.604804515838623,1.2646422386169434
0.6438881754875183,1.1187145709991455,0.6547338962554932,1.0733141899108887
0.678409218788147,0.9864279627799988,0.6702778935432434,1.035498023033142
0.6939537525177002,0.9285687804222107,0.6820536851882935,0.9901272058486938
0.7172706127166748,0.8639124035835266,0.6844088435173035,0.9967809915542603
0.7266579270362854,0.8259281516075134,0.6895902156829834,0.9602947235107422
0.7364490032196045,0.7981835007667542,0.6796985268592834,1.051409363746643
0.7424043416976929,0.7651445269584656,0.7183231115341187,0.9014246463775635
0.7501766681671143,0.736325740814209,0.7150259017944336,0.9196327924728394
0.7559301257133484,0.720860481262207,0.7093735337257385,0.9104171991348267
